Abū Munajjā,Abū Munajjā,
Abū Mūsā,Abū Mūsā,
Abū Mūsā Aaron b. Yešuʿa ha-Kohen,Abū Mūsā Aharon b. Yeshuʿa ha-Kohen,
Abū Mūsā Hārūn,Abū Mūsā Hārūn,
Abū Mūsā Hārūn b. Jacob,Abū Mūsā Hārūn b. Yaʿaqov,
Abū Mūsā Hārūn b. Yaʿqūb the teacher,Abū Mūsā Hārūn b. Yaʿqūb the teacher,
Abū Musabbiḥī Abū l-Qāsim al-Ḥasan b. al-Ḥusayn,Abū Musabbiḥī Abū l-Qāsim al-Ḥasan b. al-Ḥusayn,
Abū Najāḥ ‘the plundering monk’ (government official),Abū Najāḥ ‘the plundering monk’ (government official),
Abū Najāḥ (Coptic finance minister),Abū Najāḥ (Coptic finance minister),
Abū Najāḥ al-Naṣrānī,Abū Najāḥ al-Naṣrānī,
Abū Najm,Abū Najm,
Abū Najm b. Abū l-Faraj,Abū Najm b. Abū l-Faraj,
Abū Nāṣir,Abū Nāṣir,
Abu Nasr,Abu Nasr,
Abū Nasr,Abū Nasr,
Abū Naṣr,Abū Naṣr,
Abū Naṣr (perfumer),Abū Naṣr (perfumer),
Abū Naṣr (servant of Abū l-Kerem),Abū Naṣr (servant of Abū l-Kerem),
Abū Naṣr al-Aḥwal the cross-eyed,Abū Naṣr al-Aḥwal the cross-eyed,
Abū Naṣr al-Dalāl,Abū Naṣr al-Dalāl,
Abū Naṣr al-Ḥalabī the trader,Abū Naṣr al-Ḥalabī the trader,
"Abū Naṣr al-Ḥalabī, wife of","Abū Naṣr al-Ḥalabī, wife of",
Abū Naṣr al-Kohen Ibn al-Kamūḵī,Abū Naṣr al-Kohen Ibn al-Kamūkhī,
Abū Naṣr al-Malījī Ibn al-Buḥayr,Abū Naṣr al-Malījī Ibn al-Buḥayr,
Abū Naṣr al-Ṣayrafī,Abū Naṣr al-Ṣayrafī,
Abū Naṣr al-Tājir al-Levi,Abū Naṣr al-Tājir al-Levi,
Abū Naṣr al-Talmid,Abū Naṣr al-Talmid,
Abū Naṣr al-Tustarī,Abū Naṣr al-Tustarī,
Abū Naṣr Araḥ b. Nathan (Seventh in the academy),Abū Naṣr Araḥ b. Natan (Seventh in the academy),
Abū Naṣr b. Abraham,Abū Naṣr b. Avraham,
Abū Naṣr b. Abū l-Ḥasan the doctor,Abū Naṣr b. Abū l-Ḥasan the doctor,
Abū Naṣr b. Abū l-Karam,Abū Naṣr b. Abū l-Karam,
Abū Naṣr b. Abū Qayn,Abū Naṣr b. Abū Qayn,
Abū Naṣr b. Abū Saʿīd the perfumer,Abū Naṣr b. Abū Saʿīd the perfumer,
Abū Naṣr b. Abū Sulaymān,Abū Naṣr b. Abū Sulaymān,
Abū Naṣr b. Abū ʿAlī Barakāt (Ibn al-Quṣayr),Abū Naṣr b. Abū ʿAlī Barakāt (Ibn al-Quṣayr),
Abū Naṣr b. Daʾūd,Abū Naṣr b. Daʾūd,
Abū Naṣr b. Elišaʿ,Abū Naṣr b. Elishaʿ,
Abū Naṣr b. Ephraim he-Ḥaver,Abū Naṣr b. Efrayim he-Ḥaver,
Abū Naṣr b. Falak,Abū Naṣr b. Falak,
Abū Naṣr b. Hilāl,Abū Naṣr b. Hilāl,
Abū Naṣr b. Hillel,Abū Naṣr b. Hillel,
Abū Naṣr b. Isḥāq ha-Levi,Abū Naṣr b. Isḥāq ha-Levi,
Abū Naṣr b. Joseph,Abū Naṣr b. Yosef,
Abū Naṣr b. Maʿānī,Abū Naṣr b. Maʿānī,
Abū Naṣr b. Muḥsin b. Ḥusayn,Abū Naṣr b. Muḥsin b. Ḥusayn,
Abū Naṣr b. Sālim,Abū Naṣr b. Sālim,
Abū Naṣr b. Šalom,Abū Naṣr b. shalom,
Abū Naṣr b. Saʿīd,Abū Naṣr b. Saʿīd,
Abū Naṣr b. Ṣāʿid,Abū Naṣr b. Ṣāʿid,
Abū Naṣr b. Šaʿyā,Abū Naṣr b. shaʿyā,
Abū Naṣr b. Sulaymān the perfumer,Abū Naṣr b. Sulaymān the perfumer,
Abū Naṣr b. ʿAbdūn,Abū Naṣr b. ʿAbdūn,
Abū Naṣr b. ʿEli b. Ezekiel,Abū Naṣr b. ʿEli b. Yeḥezqel,
Abū Naṣr David b. Isaac,Abū Naṣr David b. Yiṣḥaq,
Abū Naṣr David ha-Levi b. Isaac,Abū Naṣr David ha-Levi b. Yiṣḥaq,
Abū Naṣr David ha-Levi b. Isaac ha-Levi,Abū Naṣr David ha-Levi b. Yiṣḥaq ha-Levi,
Abū Naṣr Elʿazar,Abū Naṣr Elʿazar,
Abū Naṣr Elʿazar b. Abū l-Ḵayr ha-Kohen,Abū Naṣr Elʿazar b. Abū l-khayr ha-Kohen,
Abū Naṣr Elʿazar ha-Kohen,Abū Naṣr Elʿazar ha-Kohen,
Abū Naṣr Elʿazar ha-Levi b. Abū l-Ḥasan,Abū Naṣr Elʿazar ha-Levi b. Abū l-Ḥasan,
Abū Naṣr Furqān,Abū Naṣr Furqān,
Abū Naṣr Harūn b. Saʿdān the doctor,Abū Naṣr Harūn b. Saʿdān the doctor,
Abū Naṣr Ḥesed b. Sahl al-Tustarī,Abū Naṣr Ḥesed b. Sahl al-Tustarī,
Abū Naṣr Ḥesed b. Sahl Tustarī,Abū Naṣr Ḥesed b. Sahl Tustarī,
Abū Naṣr Ḥiffāẓ,Abū Naṣr Ḥiffāẓ,
Abū Naṣr Ibn al-[…],Abū Naṣr Ibn al-[…],
Abū Naṣr Ibn al-Dimyāṭī,Abū Naṣr Ibn al-Dimyāṭī,
Abū Naṣr Ibn al-Šarābī,Abū Naṣr Ibn al-sharābī,
Abū Naṣr Ibn Ṣaḡīr,Abū Naṣr Ibn Ṣaghīr,
Abū Naṣr Ibn ʿAṭiyya,Abū Naṣr Ibn ʿAṭiyya,
Abū Naṣr Judah,Abū Naṣr Yehuda,
Abū Naṣr Judah al-Dimašqī,Abū Naṣr Yehuda al-Dimashqī,
Abū Naṣr Judah b. [...] al-Dimašqī,Abū Naṣr Yehuda b. [...] al-Dimashqī,
Abū Naṣr Judah Levi b. Yešuʿa,Abū Naṣr Yehuda Levi b. Yeshuʿa,
Abū Naṣr Maḥfūẓ,Abū Naṣr Maḥfūẓ,
Abū Naṣr Manṣūr Ibn al-Ḡabn Zurbī,Abū Naṣr Manṣūr Ibn al-ghabn Zurbī,
Abū Naṣr Mevasser ha-Levi,Abū Naṣr Mevasser ha-Levi,
Abū Naṣr Salāma b. Saʿīd b. Ṣaḡīr,Abū Naṣr Salāma b. Saʿīd b. Ṣaghīr,
Abū Naṣr son of the teacher,Abū Naṣr son of the teacher,
Abū Naṣr the doctor b. Abū l-Ḥusayn al-Tunīsī,Abū Naṣr the doctor b. Abū l-Ḥusayn al-Tunīsī,
Abū Naṣr the elder,Abū Naṣr the elder,
Abū Naṣr the elder b. Banīn,Abū Naṣr the elder b. Banīn,
Abū Naṣr the leader,Abū Naṣr the leader,
Abū Naṣr the perfumer (known as Ibn Ḵalaf Ḥawājib),Abū Naṣr the perfumer (known as Ibn khalaf Ḥawājib),
Abū Naṣr the wine trader,Abū Naṣr the wine trader,
"Abū Naṣr, Ḥananya","Abū Naṣr, Ḥananya",
"Abū Naṣr, orphans of","Abū Naṣr, orphans of",
"Abū Naṣr, wife of","Abū Naṣr, wife of",
Abū Nathan ha-Kohen b. Solomon ha-Kohen,Abū Natan ha-Kohen b. Shelomo ha-Kohen,
Abū Nissim,Abū Nissim,
Abū Qalā ʿAbd al-Raḥmān,Abū Qalā ʿAbd al-Raḥmān,
Abū Rāšid the Nasi,Abū Rāshid the Nasi,
Abū Rikāb (?),Abū Rikāb (?),
Abū Šaf[…],Abū shaf[…],
Abū Sahl,Abū Sahl,
Abū Sahl b. Azhar,Abū Sahl b. Azhar,
Abū Sahl b. Ibrāhīm,Abū Sahl b. Ibrāhīm,
Abū Sahl ha-Levi the cantor,Abū Sahl ha-Levi the cantor,
Abū Sahl he-Ḥaver ha-Sar b. Moses,Abū Sahl he-Ḥaver ha-Sar b. Moshe,
Abū Sahl Manasseh,Abū Sahl Menashshe,
Abū Sahl Manasseh b. Daʾūd,Abū Sahl Menashshe b. Daʾūd,
Abū Sahl Manasseh b. Ibrāhīm Ibn al-Qazzāz,Abū Sahl Menashshe b. Ibrāhīm Ibn al-Qazzāz,
Abū Sahl Manasseh b. Ṭoviah,Abū Sahl Menashshe b. Ṭoviah,
Abū Sahl Manasseh Ṣahrī b. Judah,Abū Sahl Menashshe Ṣahrī b. Yehuda,
Abū Sahl Menasseh b. Moses,Abū Sahl Menasseh b. Moshe,
Abū Sahl Muḵtār,Abū Sahl Mukhtār,
Abū Sahl the elder,Abū Sahl the elder,
Abū Sahl the Ḥaver,Abū Sahl the Ḥaver,
Abū Sahl ʿAṭiyya,Abū Sahl ʿAṭiyya,
Abū Šamrān b. Ḵalaf,Abū shamrān b. khalaf,
Abū Saʿad ha-Levi,Abū Saʿad ha-Levi,
Abū Saʿd,Abū Saʿd,
Abū Saʿd (beadle),Abū Saʿd (beadle),
Abū Saʿd (known as Ibn [...]),Abū Saʿd (known as Ibn [...]),
Abū Saʿd (known as Ibn al-[..]ṭ),Abū Saʿd (known as Ibn al-[..]ṭ),
Abū Saʿd (Sixth in the Academy),Abū Saʿd (Sixth in the Academy),
Abū Saʿd [...] al-Ḥasīd,Abū Saʿd [...] al-Ḥasīd,
Abū Saʿd Abraham b. Sahl al-Tustarī,Abū Saʿd Avraham b. Sahl al-Tustarī,
Abū Saʿd Abraham ha-Kohen b. Daniel,Abū Saʿd Avraham ha-Kohen b. Dani’el,
Abū Saʿd al-Bavli,Abū Saʿd al-Bavli,
Abū Saʿd al-Ḥalabī,Abū Saʿd al-Ḥalabī,
Abū Saʿd al-Ḥarīrī Ḥalfon b. Isaac,Abū Saʿd al-Ḥarīrī Ḥalfon b. Yiṣḥaq,
Abū Saʿd al-Malik,Abū Saʿd al-Malik,
Abū Saʿd al-Qudsī,Abū Saʿd al-Qudsī,
Abū Saʿd al-Ṣabaḡ b. Abū l-ʿAlā,Abū Saʿd al-Ṣabagh b. Abū l-ʿAlā,
Abū Saʿd al-Zajjāj,Abū Saʿd al-Zajjāj,
Abū Saʿd b. [...],Abū Saʿd b. [...],
Abū Saʿd b. Abraham (Ibn al-Basūṭī),Abū Saʿd b. Avraham (Ibn al-Basūṭī),
Abū Saʿd b. Abū Isḥāq the dyer,Abū Saʿd b. Abū Isḥāq the dyer,
Abū Saʿd b. Abū l-Faraj,Abū Saʿd b. Abū l-Faraj,
Abū Saʿd b. Abū l-Munajjā,Abū Saʿd b. Abū l-Munajjā,
Abū Saʿd b. Abū l-ʿAlā al-Ṣabbāḡ,Abū Saʿd b. Abū l-ʿAlā al-Ṣabbāgh,
Abū Saʿd b. Abū l-ʿAlāʾ b. Abū Saʿd,Abū Saʿd b. Abū l-ʿAlāʾ b. Abū Saʿd,
Abū Saʿd b. Abū ʿAlā,Abū Saʿd b. Abū ʿAlā,
Abū Saʿd b. Abū ʿImrān,Abū Saʿd b. Abū ʿImrān,
Abū Saʿd b. Azḥar,Abū Saʿd b. Azḥar,
Abū Saʿd b. Dosa,Abū Saʿd b. Dosa,
Abū Saʿd b. Ḥātim the Parnas,Abū Saʿd b. Ḥātim the Parnas,
Abū Saʿd b. Ḥayyim,Abū Saʿd b. Ḥayyim,
Abū Saʿd b. Ḥusayn Ibn al-Wuḥša,Abū Saʿd b. Ḥusayn Ibn al-Wuḥsha,
Abū Saʿd b. Joseph,Abū Saʿd b. Yosef,
Abū Saʿd b. Joseph (known as Ibn al-Ḵaṭīṭī),Abū Saʿd b. Yosef (known as Ibn al-khaṭīṭī),
Abū Saʿd b. Ḵalaf (or Ḵallūf),Abū Saʿd b. khalaf (or khallūf),
Abū Saʿd b. Manṣūr,Abū Saʿd b. Manṣūr,
Abū Saʿd b. Moses,Abū Saʿd b. Moshe,
Abū Saʿd b. Munajjā,Abū Saʿd b. Munajjā,
Abū Saʿd b. Nājī b. Abū Naṣr,Abū Saʿd b. Nājī b. Abū Naṣr,
Abū Saʿd b. Pinḥās,Abū Saʿd b. Pinḥās,
Abū Saʿd b. Šabbetay the judge,Abū Saʿd b. shabbetay the judge,
Abū Saʿd b. Sahl al-Tustarī,Abū Saʿd b. Sahl al-Tustarī,
Abū Saʿd b. Sahl al-Tustarī (Abraham b. Sahl al-Tustarī),Abū Saʿd b. Sahl al-Tustarī (Avraham b. Sahl al-Tustarī),
Abū Saʿd b. Sālim,Abū Saʿd b. Sālim,
Abū Saʿd b. Samḥūn,Abū Saʿd b. Samḥūn,
Abū Saʿd b. Šardāna,Abū Saʿd b. shardāna,
Abū Saʿd b. Sayyid al-Kull,Abū Saʿd b. Sayyid al-Kull,
Abū Saʿd b. Ṣedaqa al-Labbān,Abū Saʿd b. Ṣedaqa al-Labbān,
Abū Saʿd b. Tamām,Abū Saʿd b. Tamām,
Abū Saʿd Baḡdādī,Abū Saʿd Baghdādī,
Abū Saʿd Dāniyāl b. Mīnā,Abū Saʿd Dāniyāl b. Mīnā,
Abū Saʿd Ḥalfon b. Moses Kohen,Abū Saʿd Ḥalfon b. Moshe Kohen,
Abū Saʿd Ḥalfon b. Nathaniel al-Dimyāṭī,Abū Saʿd Ḥalfon b. Nataniel al-Dimyāṭī,
Abū Saʿd Hibatullah Nathaniel Roš ha-Qahal,Abū Saʿd Hibatullah Nataniel Rosh ha-Qahal,
Abū Saʿd Ibn al-Kurazī,Abū Saʿd Ibn al-Kurazī,
Abū Saʿd Ibn al-Malījī,Abū Saʿd Ibn al-Malījī,
Abū Saʿd Ibn al-Šakawī,Abū Saʿd Ibn al-shakawī,
Abū Saʿd Ibn al-Wuḥša the broker,Abū Saʿd Ibn al-Wuḥsha the broker,
Abū Saʿd Ibn Nānū,Abū Saʿd Ibn Nānū,
Abū Saʿd Isḥaq b. Ḵalaf b. ʿAllūn,Abū Saʿd Isḥaq b. khalaf b. ʿAllūn,
Abū Saʿd Ḵalaf b. Sahl,Abū Saʿd khalaf b. Sahl,
Abū Saʿd Ḵalaf b. Sahl Sukarī,Abū Saʿd khalaf b. Sahl Sukarī,
Abū Saʿd Ḵalaf b. Salāma,Abū Saʿd khalaf b. Salāma,
Abū Saʿd Nathaniel,Abū Saʿd Nataniel,
Abū Saʿd Saʿadya,Abū Saʿd Saʿadya,
Abū Saʿd Saʿadya b. Abraham the dyer,Abū Saʿd Saʿadya b. Avraham the dyer,
Abū Saʿd Saʿadya the cantor b. Abraham (Ibn al-Muʿallima),Abū Saʿd Saʿadya the cantor b. Avraham (Ibn al-Muʿallima),
Abū Saʿd the cantor,Abū Saʿd the cantor,
Abū Saʿd the cantor Ibn al-Muʿallima,Abū Saʿd the cantor Ibn al-Muʿallima,
Abū Saʿd the dyer b. Ibrahim,Abū Saʿd the dyer b. Ibrahim,
Abū Saʿd the elder,Abū Saʿd the elder,
Abū Saʿd the leader,Abū Saʿd the leader,
Abū Saʿd the perfumer,Abū Saʿd the perfumer,
Abū Saʿd Yaḥyā b. Ezra,Abū Saʿd Yaḥyā b. ʿEzra,
Abū Saʿid,Abū Saʿid,
Abū Saʿīd,Abū Saʿīd,
Abū Saʿid (beadle),Abū Saʿid (beadle),
Abū Saʿīd (Ḥalfon b. Manasseh),Abū Saʿīd (Ḥalfon b. Menashshe),
"Abū Saʿīd al-Ḍarīr, wife of","Abū Saʿīd al-Ḍarīr, wife of",
Abū Saʿīd al-Daʾūdī,Abū Saʿīd al-Daʾūdī,
Abū Saʿīd al-Levi,Abū Saʿīd al-Levi,
Abū Saʿīd al-Melammed,Abū Saʿīd al-Melammed,
Abū Saʿīd al-ʿAfṣī,Abū Saʿīd al-ʿAfṣī,
"Abū Saʿīd b. Abū l-Ḥasan al-Abzārī, mother of","Abū Saʿīd b. Abū l-Ḥasan al-Abzārī, mother of",
Abū Saʿīd b. Abū Naṣr,Abū Saʿīd b. Abū Naṣr,
Abū Saʿīd b. Abū Naṣr b. Isaiah,Abū Saʿīd b. Abū Naṣr b. Yeshaʿyahu,
Abū Saʿīd b. Abū ʿEli,Abū Saʿīd b. Abū ʿEli,
Abū Saʿīd b. Hiba,Abū Saʿīd b. Hiba,
Abū Saʿīd b. Hibatullāh al-Dimyāṭī (i.e. Ḥalfon b. Nathaniel),Abū Saʿīd b. Hibatullāh al-Dimyāṭī (i.e. Ḥalfon b. Nataniel),
Abū Saʿīd b. Mevasser (Parnas),Abū Saʿīd b. Mevasser (Parnas),
Abū Saʿīd b. Moses,Abū Saʿīd b. Moshe,
"Abū Saʿīd b. Moses, nephew of Muhra bat Abraham ha-Kohen","Abū Saʿīd b. Moshe, nephew of Muhra bat Avraham ha-Kohen",
Abū Saʿīd b. Muḵtār the banker,Abū Saʿīd b. Mukhtār the banker,
Abū Saʿīd b. Naṣīr,Abū Saʿīd b. Naṣīr,
Abū Saʿīd b. Ṣaḡīr,Abū Saʿīd b. Ṣaghīr,
Abū Saʿīd b. Ṣedaqa,Abū Saʿīd b. Ṣedaqa,
Abū Saʿīd b. Ṣedaqa b. Barakāt al-Ḥarīrī,Abū Saʿīd b. Ṣedaqa b. Barakāt al-Ḥarīrī,
Abū Saʿīd b. Ṯābit the cantor,Abū Saʿīd b. thābit the cantor,
Abū Saʿīd b. Yaḵin,Abū Saʿīd b. Yakhin,
Abū Saʿīd Binyām al-ʿAfṣī,Abū Saʿīd Binyām al-ʿAfṣī,
Abū Saʿīd ha-Talmid,Abū Saʿīd ha-Talmid,
Abū Saʿīd Ḥalfon (Ḥalfon b. Manasseh?),Abū Saʿīd Ḥalfon (Ḥalfon b. Menashshe?),
Abū Saʿīd Ḥalfon b. Elʿazar (Manṣūr the glassmaker),Abū Saʿīd Ḥalfon b. Elʿazar (Manṣūr the glassmaker),
Abū Saʿīd Ḥalfon b. Manasseh,Abū Saʿīd Ḥalfon b. Menashshe,
Abū Saʿīd Ḥalfon b. Manasseh al-Qaṭāʾif,Abū Saʿīd Ḥalfon b. Menashshe al-Qaṭāʾif,
Abū Saʿīd Ḥalfon b. Manasseh Ibn al-Qaṭāʾif,Abū Saʿīd Ḥalfon b. Menashshe Ibn al-Qaṭāʾif,
"Abū Saʿīd Ḥalfon b. Mevoraḵ,","Abū Saʿīd Ḥalfon b. Mevorakh,",
Abū Saʿīd Ḥalfon b. Moses,Abū Saʿīd Ḥalfon b. Moshe,
Abū Saʿīd Ḥalfon b. Nissim (known as Abū l-Ḥusayn),Abū Saʿīd Ḥalfon b. Nissim (known as Abū l-Ḥusayn),
Abū Saʿīd Ḥalfon b. Nissim Abū Ḥusayn al-Tinnīsī,Abū Saʿīd Ḥalfon b. Nissim Abū Ḥusayn al-Tinnīsī,
Abū Saʿīd Ḥalfon b. ʿEli ha-Levi the dyer,Abū Saʿīd Ḥalfon b. ʿEli ha-Levi the dyer,
Abū Saʿīd Ḥalfon ha-Levi b. Nathaniel,Abū Saʿīd Ḥalfon ha-Levi b. Nataniel,
Abū Saʿīd Ḥalfon the cantor b. Ḡalib known as Abū Manṣūr,Abū Saʿīd Ḥalfon the cantor b. ghalib known as Abū Manṣūr,
Abū Saʿīd Hibatallāh (grandson of Yūsuf b. Yaʿqūb),Abū Saʿīd Hibatallāh (grandson of Yūsuf b. Yaʿqūb),
Abū Saʿīd Hibatulla b. Ṣedaqa,Abū Saʿīd Hibatulla b. Ṣedaqa,
Abū Saʿīd Ibn al-Dān,Abū Saʿīd Ibn al-Dān,
Abū Saʿīd Ibn al-Dimyāṭī,Abū Saʿīd Ibn al-Dimyāṭī,
Abū Saʿīd Ibn al-Mutarrisī,Abū Saʿīd Ibn al-Mutarrisī,
Abū Saʿīd ibn al-Šomer,Abū Saʿīd ibn al-shomer,
Abū Saʿīd Ibn al-Zikrī,Abū Saʿīd Ibn al-Zikrī,
Abū Saʿīd Joseph b. Mūsā b. Barhūn Taherti,Abū Saʿīd Yosef b. Mūsā b. Barhūn Taherti,
Abū Saʿīd Ḵalaf,Abū Saʿīd khalaf,
Abū Saʿīd Ḵalaf al-Andalūsī,Abū Saʿīd khalaf al-Andalūsī,
Abū Saʿīd Ḵalaf b. Isaac,Abū Saʿīd khalaf b. Yiṣḥaq,
Abū Saʿīd Ḵalaf b. Manasseh b. al-Qaṭāʾif (Ḥalfon b. Manasseh),Abū Saʿīd khalaf b. Menashshe b. al-Qaṭāʾif (Ḥalfon b. Menashshe),
Abū Saʿīd Ḵalaf Ḥalfon,Abū Saʿīd khalaf Ḥalfon,
Abū Saʿīd Ḵallūf b. [...],Abū Saʿīd khallūf b. [...],
Abū Saʿīd Maḵlūf,Abū Saʿīd Makhlūf,
Abū Saʿīd Maḵlūf al-Nufūsī,Abū Saʿīd Makhlūf al-Nufūsī,
Abū Saʿīd Maymūn,Abū Saʿīd Maymūn,
Abū Saʿīd Mūsā b. Barhūn,Abū Saʿīd Mūsā b. Barhūn,
Abū Saʿīd Nathan b. Solomon (known as Ibn Šalom),Abū Saʿīd Natan b. Shelomo (known as Ibn shalom),
Abū Saʿīd Nathaniel b. Ṣedaqa,Abū Saʿīd Nataniel b. Ṣedaqa,
Abū Saʿīd Nathaniel b. Ṣedaqa the perfumer,Abū Saʿīd Nataniel b. Ṣedaqa the perfumer,
Abū Saʿīd Nissim b. Nahray,Abū Saʿīd Nissim b. Nahray,
Abū Saʿīd the glazier,Abū Saʿīd the glazier,
Abū Saʿīd the perfumer,Abū Saʿīd the perfumer,
Abū Saʿīd the trader,Abū Saʿīd the trader,
Abū Saʿīd ʿAdiya b. Manasseh ha-Nasi,Abū Saʿīd ʿAdiya b. Menashshe ha-Nasi,
Abū Saʿīd ʿAmram b. Joseph,Abū Saʿīd ʿAmram b. Yosef,
Abū Saʿīd ʿAmram ha-Levi b. Moses,Abū Saʿīd ʿAmram ha-Levi b. Moshe,
"Abū Saʿīd, wife of","Abū Saʿīd, wife of",
"Abū Šaʿra al-Kātib, daughter of","Abū shaʿra al-Kātib, daughter of",
Abū Ṣedaqa,Abū Ṣedaqa,
Abū Simeon,Abū Simeon,
Abū Sulaymān,Abū Sulaymān,
Abū Sulaymān Daʾūd,Abū Sulaymān Daʾūd,
Abū Sulaymān Daʾūd b. Naʿaman,Abū Sulaymān Daʾūd b. Naʿaman,
Abū Sulaymān Daʾūd b. Siḡmār,Abū Sulaymān Daʾūd b. Sighmār,
Abū Surayr,Abū Surayr,
Abū Surūr,Abū Surūr,
Abū Surūr b. Ḥašīš,Abū Surūr b. Ḥashīsh,
Abū Surūr b. Sahlān,Abū Surūr b. Sahlān,
Abū Ṭāhir,Abū Ṭāhir,
Abū Ṭāhir Amīn al-Dawlā the elder,Abū Ṭāhir Amīn al-Dawlā the elder,
Abū Ṭāhir b. [...] the elder,Abū Ṭāhir b. [...] the elder,
Abū Ṭāhir b. Abraham,Abū Ṭāhir b. Avraham,
Abū Ṭāhir Samuel al-Ṣīraṭī,Abū Ṭāhir Shemuʾel al-Ṣīraṭī,
Abū Ṭahor,Abū Ṭahor,
Abū Ṯanā,Abū thanā,
Abū Ṭayyib,Abū Ṭayyib,
Abū Wahbān,Abū Wahbān,
Abū Y[...] Ibn al-Sabbāk,Abū Y[...] Ibn al-Sabbāk,
Abū Yaḥya,Abū Yaḥya,
Abū Yaḥyā Nahray b. Nissim,Abū Yaḥyā Nahray b. Nissim,
Abū Yaḥyā Nahray b. Nissīm,Abū Yaḥyā Nahray b. Nissīm,
Abū Yaḥyā Nahrāy b. Nissim,Abū Yaḥyā Nahrāy b. Nissim,
Abū Yaḥyā Zikrī,Abū Yaḥyā Zikrī,
Abū Yaqūb Yūsuf b. [...] Kohen Fāsī,Abū Yaqūb Yūsuf b. [...] Kohen Fāsī,
Abū Yaʿqūb,Abū Yaʿqūb,
Abū Yaʿqūb (representative of the merchants),Abū Yaʿqūb (representative of the merchants),
Abū Yaʿqūb al-Ḥakīm,Abū Yaʿqūb al-Ḥakīm,
Abū Yaʿqūb b. Bahlīl,Abū Yaʿqūb b. Bahlīl,
Abū Yaʿqūb Ibn al-Dimyāṭī,Abū Yaʿqūb Ibn al-Dimyāṭī,
Abū Yaʿqūb Isaac b. Elʿazar,Abū Yaʿqūb Yiṣḥaq b. Elʿazar,
Abū Yaʿqūb Isaac the cantor b. Ḡalib known as Abū Manṣūr,Abū Yaʿqūb Yiṣḥaq the cantor b. ghalib known as Abū Manṣūr,
Abū Yaʿqūb Joseph,Abū Yaʿqūb Yosef,
Abū Yaʿqūb Joseph b. Abraham,Abū Yaʿqūb Yosef b. Avraham,
Abū Yaʿqūb Joseph b. Faraḥ Qābisī,Abū Yaʿqūb Yosef b. Faraḥ Qābisī,
Abū Yaʿqūb Joseph b. Samuel (known as Ibn Naḥum the goldsmith),Abū Yaʿqūb Yosef b. Shemuʾel (known as Ibn Naḥum the goldsmith),
Abū Yaʿqūb Joseph b. Solomon (parnas of Jerusalem),Abū Yaʿqūb Yosef b. Shelomo (parnas of Jerusalem),
Abū Yaʿqūb Yequtiʾel (known as the doctor),Abū Yaʿqūb Yequtiʾel (known as the doctor),
"Abū Yaʿqūb Yequtiʾel, daughter of","Abū Yaʿqūb Yequtiʾel, daughter of",
Abū Yeḥye (Christian),Abū Yeḥye (Christian),
Abū Yūnus,Abū Yūnus,
Abū Yūsuf Jacob b. Mūsā,Abū Yūsuf Yaʿaqov b. Mūsā,
Abū Yūsuf Yaʿqūb b. Šaʿyā (known as Ibn Tawazī),Abū Yūsuf Yaʿqūb b. shaʿyā (known as Ibn Tawazī),
Abū Ẓāhir,Abū Ẓāhir,
Abū Ẓāhir (judge),Abū Ẓāhir (judge),
Abū Ẓāhir [...] Jubayl,Abū Ẓāhir [...] Jubayl,
Abū Zakarīyā,Abū Zakarīyā,
Abū Zakariyyā (Roš Kallā),Abū Zakariyyā (Rosh Kallā),
Abū Zakariyya Judah b. Moses Ibn Siḡmār,Abū Zakariyya Yehuda b. Moshe Ibn Sighmār,
Abū Zakī,Abū Zakī,
Abū Zakkariyya,Abū Zakkariyya,
Abū Zayd,Abū Zayd,
Abū Zechariah b. Manasseh,Abū Zekharya b. Menashshe,
Abū Zechariah Ḥayyim b. Hilāl,Abū Zekharya Ḥayyim b. Hilāl,
Abū Zikrī,Abū Zikrī,
Abū Zikrī Abū l-Wafā Tamīm,Abū Zikrī Abū l-Wafā Tamīm,
Abū Zikrī Abū Saʿīd,Abū Zikrī Abū Saʿīd,
Abū Zikrī al-Kohen,Abū Zikrī al-Kohen,
Abū Zikrī b. […],Abū Zikrī b. […],
Abū Zikrī b. Elijah the judge,Abū Zikrī b. Eliyyahu the judge,
Abū Zikrī b. Joseph ha-Kohen,Abū Zikrī b. Yosef ha-Kohen,
Abū Zikrī b. Ḵalfa,Abū Zikrī b. khalfa,
Abū Zikrī b. Mevoraḵ,Abū Zikrī b. Mevorakh,
Abū Zikrī b. Nathaniel b. Hillel,Abū Zikrī b. Nataniel b. Hillel,
Abū Zikrī b. Qayyoma,Abū Zikrī b. Qayyoma,
Abū Zikrī b. Yaḥyā,Abū Zikrī b. Yaḥyā,
Abū Zikrī b. Yūnus,Abū Zikrī b. Yūnus,
Abū Zikrī ha-Kohen,Abū Zikrī ha-Kohen,
Abū Zikrī ha-Kohen b. Joseph,Abū Zikrī ha-Kohen b. Yosef,
Abū Zikrī he-Ḥaver (Judah b. Saʿadya),Abū Zikrī he-Ḥaver (Yehuda b. Saʿadya),
Abū Zikrī Ibn al-Ḥijāziyya,Abū Zikrī Ibn al-Ḥijāziyya,
Abū Zikrī Judah b. […],Abū Zikrī Yehuda b. […],
Abū Zikrī Judah b. Ismaʿīl,Abū Zikrī Yehuda b. Ismaʿīl,
Abū Zikrī Judah b. Joseph ha-Kohen,Abū Zikrī Yehuda b. Yosef ha-Kohen,
